process_id,final_rinse_total_turbidity_liter
22054,582569.6623369235
22056,1698004.811867935
22059,47131169.29772827
22062,923662.2441690154
22063,685876.1904162302
22064,1619499.7708216938
22065,669703.8742087949
22066,7689279.083135485
22067,282443.3169682273
22069,1964143.6711615026
22070,7430521.55597366
22072,24373.1318133895
22073,2159061.8969026925
22074,1016051.1083897443
22076,208344.19383168797
22077,1081807.8795521774
22078,326312.15021571977
22082,1094882.6763169232
22083,111671.43716724588
22087,242973.6356940307
22088,55299.99004031972
22091,4069725.092615017
22092,3442137.708050186
22093,460868.3697490979
22094,941926.5254969272
22096,221092.3457626846
22097,1737902.8276358573
22098,3532584.877211814
22099,31146.50620865319
22102,661380.8965913516
22105,17266.021254091644
22106,236265.6640512618
22107,843681.8049578636
22108,57076.63700741011
22109,722934.0116163064
22110,714555.1667102677
22111,77452.03720121182
22112,1234475.4596621646
22114,3756984.9932946744
22115,647453.3454369556
22116,486395.18391748745
22117,53917.83457947436
22118,1659749.6576114271
22119,1386402.3095272623
22120,143036.40439764547
22121,736460.9872536723
22124,2425944.2076185024
22125,180140.73310866
22126,668525.2996321846
22127,1544250.9924918963
22129,849459.14945833
22130,615216.191573054
22131,173474.61348949937
22132,732907.2907526393
22134,426207.5142040995
22135,2864934.2546060453
22137,1020171.5012645934
22138,716107.3342340979
22139,1301562.2682973482
22141,4547793.6939202715
22142,424850.7200422983
22143,26993.89644774145
22145,469522.04915300896
22146,1019654.6864656872
22149,262013.54164376436
22150,351833.6986760912
22151,362836.546712955
22154,1541937.4686306156
22156,302832.56342099333
22157,2708189.088058685
22159,431745.0128651751
22160,173117.03328742486
22161,1591311.0017673715
22162,225035.3362563354
22165,1325704.8301662714
22166,377604.61169626936
22168,1976168.0064950495
22171,4261913.643671686
22173,1086740.1591486223
22175,522017.5613756464
22176,89508.91493878218
22178,1491542.7602669832
22179,433116.5041100371
22180,6458308.31565749
22182,2586906.578375476
22183,191692.51137736844
22184,1717698.5334517956
22185,1387437.3082819355
22186,653301.3064944826
22189,4086509.5651668077
22191,3690177.6308703595
22192,129878.62499041451
22194,858722.9669874469
22195,518129.6623910955
22196,4163901.270843608
22198,1049893.0417955555
22199,1647884.4789927641
22201,710123.3043987143
22202,2242370.4005840635
22204,794229.6046469114
22205,782562.9895458615
22207,92348.19587742232
22208,537796.8311246777
22209,1915831.7334415617
22210,2701342.7062800494
22211,691994.283376144
22212,1791333.9684464894
22214,3684184.8448950686
22215,1104606.9721716873
22217,47324.55735923516
22218,1806083.5648357605
22219,5721415.423940618
22220,5294724.790996702
22221,436252.035964515
22224,2393803.610201202
22225,3763799.2649040385
22227,593135.4943968377
22228,4722649.461400872
22229,393004.8082390498
22231,417850.42184725177
22232,397549.50665226753
22235,545822.9419223823
22239,1742559.3250607802
22240,43004453.21541053
22244,432617.10441659455
22245,918818.2340372538
22246,427092.10660655954
22247,2241173.05848437
22249,640371.8848007602
22250,1636193.956624157
22254,627371.2295726157
22259,468766.9042613874
22260,105921.88452622549
22262,630253.7576199694
22264,4384723.5098223025
22266,726413.5968747061
22268,90723.75775060352
22269,244409.30324154493
22270,732199.1590783856
22272,1300825.7445617393
22276,8876080.73147075
22277,643498.4733178335
22278,1038397.6029148053
22279,4444755.494877466
22280,254447.6389071791
22281,2255276.1404160545
22282,554895.1694069764
22286,1625064.5448215848
22287,1409125.0351146879
22288,20102936.75094351
22289,107951.23251341294
22290,1025793.6003400096
22293,686190.7635978092
22294,580717.9330320511
22296,1830103.485576853
22298,723544.9974815939
22299,665457.3764024148
22300,941630.2072654219
22301,6561451.521513955
22303,270758.8855736779
22304,1296807.076947598
22305,602000.6827179131
22307,1900963.7030153722
22308,739287.9053364911
22309,3454999.659485948
22310,1583661.9291705198
22311,3793144.9984703623
22312,2552104.979207467
22319,12631214.689126404
22320,188382.39349598865
22322,17560115.809937276
22324,165040.15957964546
22325,3658319.7812157567
22326,4543644.4523915965
22327,714821.2685184112
22328,466604.0171844852
22330,1578710.0379942982
22331,120943.73767995965
22336,107862.13953951081
22337,1277458.7379591814
22339,557954.7868662818
22340,1166159.4621759194
22341,59994.99091253429
22343,191137.65105845846
22344,1520412.6211449886
22345,6290278.651908681
22350,157053.22188059476
22351,597582.513287701
22352,1581503.0186668662
22355,1257635.209347447
22356,17355.16645213585
22359,7846915.330048234
22360,614350.5716147164
22362,485477.54293526773
22363,1672726.182128795
22366,1865854.2783076135
22368,189545.05929957048
22369,652809.8793366955
22370,4800132.324837636
22371,1512374.269799693
22372,1627532.9159149225
22376,337335.22446531756
22378,388440.56635343865
22379,58786.388281581836
22381,1535718.4788015068
22382,22747.400640158823
22383,678823.7890116982
22384,155822.50016294201
22385,103061.00222088274
22387,580492.3918430333
22388,980411.0734972925
22389,1167143.2987738342
22392,641747.5028173779
22393,82968.62919182263
22394,1104226.0235131492
22395,4255437.746185192
22398,570449.0697701195
22399,1327384.665914602
22400,80506.77505450597
22402,190995.7886204218
22405,719073.3296998476
22406,289118.16025238496
22408,1116455.8820330168
22409,73321.93473431744
22410,2076371.3391416678
22412,552663.237255294
22414,69470.1573372132
22415,6236925.456389584
22416,213069.09088554326
22422,594539.3748657695
22423,611879.7781520025
22424,469489.0987778322
22428,123304.04381656324
22429,723571.75488695
22430,6173780.969180557
22431,6795010.922898508
22432,4453858.689567329
22433,2032037.396467418
22434,642062.3275606651
22435,4506033.609352179
22437,449048.5621744351
22440,715010.3416272284
22441,4027056.0432442026
22442,4304887.448635643
22443,460861.9420678541
22444,1863914.609562133
22446,1368139.5072227956
22447,492099.54082395503
22448,304313.6278646867
22450,1098561.645979365
22451,616071.8068331198
22452,198484.8733567383
22453,588510.6163393037
22455,2396337.789110014
22460,331460.9522363118
22461,607473.206189461
22462,167084.15729152644
22464,800115.15986546
22465,2741870.980023446
22466,499317.49124580354
22467,866226.5031010751
22468,311103.65383958496
22469,432104.20311188453
22470,1821060.2993657624
22471,204690.93912719443
22472,873814.0070498931
22473,4343360.9025958935
22474,192695.75983579838
22475,159326.75678212466
22476,1453147.2779581305
22477,12539948.228494642
22478,619374.2910788312
22479,872435.2882588144
22481,258225.43152882325
22482,644391.0854157672
22483,500455.4114720536
22484,221694.444715073
22485,1493912.2532371064
22486,4019204.1440168577
22487,325831.0998278219
22491,2557056.0957085923
22492,179585.20659605635
22494,964292.4337473516
22496,670824.6234097709
22497,599891.1124233676
22498,358473.95157273713
22499,538852.2483990226
22500,6025639.111607657
22502,5288071.9888561135
22503,711930.2235651478
22504,873251.1362410733
22505,412671.2855687689
22506,3621725.466672376
22507,2497453.1660183906
22508,222545.53061168667
22511,4387316.733445697
22512,735344.1648187259
22514,374869.53644011146
22516,92123.10989252295
22517,640369.7458622023
22518,1189314.56473652
22519,1117050.787123742
22520,1039793.4319249205
22522,636394.3528327775
22523,671390.1455381538
22524,83449.02806153242
22525,4217995.819944095
22526,809658.3515067394
22527,4081522.548167701
22528,8125140.27701935
22529,3876039.7438694034
22530,127989.5362041741
22532,1301887.6116388456
22536,3169151.9613506887
22538,254320.56112379974
22539,551816.1351328111
22540,3507348.3756809076
22541,24891082.93180928
22547,336578.69794358773
22548,255875.0713731901
22549,3787881.994843191
22550,9528882.965843966
22551,883390.4277266827
22552,387531.90277353075
22554,669521.4831684503
22555,932180.2466478293
22556,5037040.127029825
22557,661468.4819543448
22558,2193336.4953505686
22559,49116.92251137037
22561,1060078.2272787918
22562,220107.80736648772
22563,911134.2021497921
22566,226207.32315968908
22567,451867.49717038503
22568,178302.5915040529
22569,2312548.9866430867
22570,102096.63097319477
22573,2270868.4034569026
22574,1918699.8733915125
22575,1254566.8865701116
22578,897271.4403168471
22580,1310745.871256221
22581,1549740.601177344
22582,63679.908751382354
22583,1032992.6041501391
22584,19745.752198135287
22585,3376916.973766622
22586,50982.272749139614
22587,58436770.19893209
22588,517239.5728946289
22590,52630502.68083523
22591,566549.2636441573
22592,195247.45437658243
22593,4358894.405185615
22594,656636.0333447596
22595,416283.1840252599
22596,203855.52472950102
22597,251520.0406220269
22599,1334847.4642799268
22600,680492.5850814214
22602,37307497.611291766
22603,542342.1674346376
22605,32276804.3090513
22607,920668.867266025
22611,230608.47469493805
22613,1186626.1170722418
22614,872361.2480495108
22615,71593.20316939396
22618,1533471.7402666495
22621,475423.0542077736
22622,51872.94368673102
22624,4584616.589596841
22625,851700.8351406425
22627,407023.34141002304
22629,5179050.087454875
22634,1231529.4092045957
22635,4253472.096565486
22636,1542515.9702978302
22638,266242.206538097
22639,392690.580565159
22642,1617958.5203687719
22643,2687057.713164848
22644,1100926.567161752
22647,585955.6297212952
22648,1030530.2311139967
22649,138617.67348730253
22650,484687.72875423613
22652,64238.65406762911
22653,2530434.720799659
22654,828641.2554670096
22657,52384.159062649225
22658,640382.0207766396
22659,53242.00644988158
22660,1814244.3073158748
22663,500573.650303991
22666,2111966.1650025453
22667,207437.30816481565
22668,258296.95422975236
22669,184086.2214310014
22670,168078.62756546563
22673,1873952.9866568383
22678,571183.6726083464
22681,417369.9680826118
22682,577305.9397787584
22683,95533904.9186044
22687,1103237.6405804697
22688,1647410.7492911979
22689,5710557.043734056
22692,330317.18156408105
22694,770953.456363514
22695,187660.8169027717
22697,582619.7503616796
22700,866935.685682355
22701,610750.6068984796
22702,1148252.1496346158
22704,3870449.593518539
22707,16269.981956995893
22713,409843.9745037991
22714,615113.5008292429
22717,490488.02023550257
22718,427969.77551541914
22719,62547.62670784812
22720,471720.0238404054
22722,682556.2879032111
22724,202516.76817993826
22726,798567.9200784334
22728,770435.4987334356
22731,1475550.138497667
22734,251405.48484334213
22736,539432.5068463006
22738,717610.479931477
22739,3717410.4262877177
22740,1451674.6211778438
22742,234451.96082055994
22743,1253320.9448493936
22744,87798.37026530215
22745,85677.46110167586
22747,17984.324977360895
22748,341152.4211380396
22749,22916.64961612279
22751,703307.7459366338
22752,764149.0864296097
22754,1906628.213561368
22757,684597.2869463776
22758,104054.16820196036
22759,2770688.29218275
22760,5436728.402861823
22761,240554.13879230164
22764,416581.907220137
22766,1170179.3905383183
22768,211911.23319207542
22770,707095.6606046032
22771,755723.7650090093
22772,434991.2279288844
22773,690690.4123997942
22774,215065.7543803449
22775,289866.6233664475
22776,96555.71227718558
22777,661208.8610353118
22778,2087260.1605934745
22779,44082.599762710066
22781,38543.94197127487
22784,4473653.999618959
22786,6850419.449932746
22787,585434.3960167585
22790,521810.3843213376
22792,174776.18471956166
22793,70878.05773083254
22794,966072.0604231675
22796,593797.6768499435
22797,6556144.86572141
22798,608022.6708787252
22799,1440250.216622716
22800,427789.515305934
22803,2621688.741426688
22804,6271850.957423247
22805,4519406.938802451
22807,57752.019007976356
22808,72007.70154234048
22809,432379.70388974564
22813,652708.6269752921
22814,1122555.7911970427
22816,2149817.1150977993
22817,109957.56095924955
22819,4514816.193418338
22820,376867.32801000524
22821,1128923.961426838
22823,40396.60781846294
22824,255735.42466862226
22825,279184.9823272824
22826,4077199.635352065
22827,503425.0882801271
22828,1008882.4106413786
22830,3692720.995568213
22831,410680.9124624754
22833,318053.63205667754
22834,55150.29457141152
22837,3785848.916950002
22840,201789.97570155817
22841,714841.0331210702
22842,648823.7237811893
22843,504030.79908218386
22846,1636835.8507740407
22847,356897.34317068063
22849,531852.4234403898
22850,817530.4330819366
22851,1029541.9502262435
22852,121144.34426148447
22855,57025.99876922993
22858,102479.55620684606
22859,837928.0287395354
22861,1306072.0830400104
22863,234848.44956500028
22869,492959.3512630763
22870,220858.8527501348
22871,4289202.4571162695
22873,20772.549095527906
22874,374759.1228140799
22876,540693.3619387707
22880,3684322.8045314965
22882,3538305.6862701457
22885,614364.2995806506
22887,115331.60433902402
22889,662312.8684587411
22892,5645270.782225294
22893,128712.72564874201
22896,1699736.563729109
22897,785800.5634145272
22898,56170.653048649685
22900,1708753.234659722
22901,54906.64834602155
22902,675947.2742206978
22904,845606.1312287668
22905,611674.5486390213
22906,53736.107464434914
22908,4660099.951521323
22911,1779359.168414086
22912,59626.852655572286
22914,3829125.358042475
22915,4168511.658254259
22918,4186358.208227592
22919,4393393.622017522
22921,1452963.542405129
22922,4335407.930210412
22923,21933.734682054284
22924,43010.03663141075
22927,3399294.2499962756
22928,60021.80979326746
22930,276817.06731733086
22933,249922.6905338983
22934,2068279.9065671025
22935,662045.1613155442
22936,525614.6147373007
22938,588908.3663117121
22940,2540448.759201292
22942,387723.9528904747
22943,3745320.5837567137
22944,4762813.544615561
22945,15501654.716250185
22946,2018739.6013984997
22947,969186.0050462105
22950,953895.552658991
22954,1176379.120574061
22955,111331.93410626003
22956,179320.21868987085
22958,1552332.858885396
22961,266807.3362694932
22963,686105.8852676759
22964,143312.27429933383
22966,1047074.3034501969
22967,3869413.743945735
22969,314425.44338416547
22972,555378.8964296639
22975,170488.26564929122
22978,3540599.840778757
22979,643031.9527501664
22982,18583.82344100276
22983,26386.999309362127
22984,386403.1173036689
22985,370734.2018635981
22986,2129523.488303355
22988,68509.72294762937
22993,2939.6063186055885
22994,1475235.6884679452
22995,1627783.2713943846
22996,909270.4836818519
22998,518857.0720554847
22999,48704.343887195326
23000,561807.1053354332
23001,4192353.675054639
23002,146499.52881163324
23003,2265081.5076065646
23006,93132.52035459896
23008,118305.88809188598
23009,427788.35389992164
23010,4310814.5091006085
23011,458931.8502230938
23012,24252648.850267023
23013,633106.5845166274
23014,495814.34228751174
23015,229160.63855006345
23016,696935.8384614461
23018,1392848.537566442
23021,1210394.6801168649
23025,491465.9161640008
23026,703088.350863839
23027,1569764.6954106377
23029,3527009.5145445494
23031,1547416.1372534113
23032,109104.86291393233
23034,277700.6542885486
23037,2096245.676646909
23038,895335.158051073
23039,19982612.551309876
23041,1596326.2261697056
23042,4454765.587517688
23043,1654270.9068392804
23046,910477.5487845876
23047,561653.7731434383
23048,647938.7416140314
23049,917160.0876791623
23050,1356273.7433117027
23052,606839.2181982847
23053,661237.0636432695
23055,1055989.377950689
23056,687439.9135530917
23057,571332.8169447936
23059,9096584.014771739
23060,883136.5329354882
23066,172122.19044420376
23069,330158.79205159395
23070,617546.7586880141
23072,646017.8073051152
23073,770203.2935487989
23075,2040282.1148339617
23076,1248915.780897131
23079,3019385.003710713
23081,645323.0252489522
23083,565186.9333606557
23086,4241583.612756741
23087,796683.1436390752
23088,735367.5105061837
23089,793930.9771063881
23090,1549348.7480225551
23095,1269505.549996748
23102,193607.66485817597
23104,4040464.334766965
23105,2667881.6713296347
23107,931353.918027982
23110,118144.1806652014
23111,1825407.892297967
23112,1833214.1758254366
23115,1130167.7021620276
23116,265833.3019896918
23117,3398612.958482453
23118,613337.5296925786
23119,1059138.7044021152
23124,1073011.8898786106
23126,627287.7257552594
23127,540587.2139694765
23128,437958.9073130695
23130,1009560.7638709851
23132,139539.113941994
23135,194093.7549497032
23137,537976.1207907868
23138,778357.8419113806
23140,693786.0699261104
23142,1271039.7567062366
23143,206799.50841369358
23145,4297435.121645391
23146,599452.1286858068
23147,1206166.0970051428
23148,905488.380182213
23150,694768.8520136081
23151,509444.4455410474
23152,4552966.634547471
23153,2181764.182071448
23154,205783.26920603818
23155,179282.9195249529
23156,465402.0424250903
23157,422972.34527062275
23158,758527.7787494523
23159,21845.007677670616
23161,1897766.457053047
23164,205513.19949744997
23165,332016.1952338998
23166,55551.34644401428
23167,223864.54074788716
23169,106557.2236273649
23171,782299.6438079345
23172,19671642.646951776
23174,211175.75248391784
23176,4460254.636215188
23177,1486807.2776162885
23178,715315.7851919446
23179,1808438.0070560372
23181,1771988.9555099816
23183,18080.764982474655
23184,51409616.808319025
23186,1109851.6946418453
23187,729417.5224578131
23189,2953739.0744757056
23191,344328.69811438146
23193,210031.69393056488
23194,674809.5743427946
23196,69609.00531232286
23199,363123.2548381836
23200,4456814.180027649
23203,141394.7633816183
23204,109528.18476078723
23209,192957.4602666341
23210,5446683.196056583
23211,122518.99833369438
23212,175379.43170668805
23214,879603.9773695339
23219,712318.6282701825
23220,516186.023254442
23221,486727.80560852616
23224,73216.95504011192
23226,209852.59073493912
23227,585783.1477878838
23228,620884.5907216906
23229,1123185.6997299264
23230,284383.05567161355
23231,2423727.3877425655
23232,1373880.636781338
23233,24530.502318731767
23234,1115547.9232848613
23235,511766.79169923393
23236,120912.81763273719
23237,58177.253119790425
23239,571997.1896663439
23241,1745932.9061852342
23243,1319493.015737966
23244,22987504.541812666
23248,9902373.804260237
23249,4476761.871797382
23250,1934303.3879880959
23252,1747132.3176774883
23253,2675956.201648138
23254,58642.21185735741
23255,768542.8924730766
23256,27465.349098861887
23257,645162.9079102087
23259,1377524.8308167525
23260,514440.4032312093
23261,2033840.9535554606
23262,13136015.006744614
23263,58559.86202292493
23265,758590.5566523678
23266,81345.76363297166
23267,1419300.3249811889
23270,21015.287229155954
23271,721825.8878198342
23273,466420.56192853
23275,1200314.8134914048
23279,1380101.3061307701
23281,359096.5679926528
23282,772434.2008076676
23283,39500.7352566307
23284,127471.01056171554
23286,203653.57599358863
23287,567384.4663579192
23289,425012.45302033465
23290,266329.92028832325
23291,3962688.446891624
23293,630209.3906081427
23295,250859.27357827936
23296,1861605.666807862
23297,1725747.0873735277
23298,262291.58747150743
23299,2236427.686364048
23300,1190798.0040475726
23302,4596808.734785899
23303,652650.3936978289
23304,246104.7627414782
23311,527569.1282008523
23312,99439.56870597736
23315,15530728.160520263
23316,521965.8604927391
23317,143972.44367011616
23319,201620.18445721563
23320,3015921.6561591523
23322,3831934.6547956574
23323,635411.457213369
23324,534170.2076821253
23325,14615463.51960804
23326,1418920.6453167826
23327,857466.180606791
23329,610203.224530775
23330,3329839.535720948
23331,66140.15271154109
23334,233754.00387452822
23335,458393.6531413365
23337,5030004.4671843285
23338,252012.0969810084
23340,1998641.8620576356
23341,48074.833608780886
23342,351867.60158863175
23344,877107.4524773065
23348,5033908.521550117
23349,68718.91907406387
23350,396489.33839920996
23351,574879.0122901165
23354,1966562.7457037894
23355,4582436.581444678
23356,207483.27710846515
23358,442749.57492302184
23359,799020.5386393727
23360,18170.38156512774
23361,1603303.16738621
23362,3550280.7782280766
23363,506829.1563540042
23364,232616.3883646725
23365,416132.7563198612
23366,4568783.759427225
23367,542647.2041554229
23368,204179.10823415066
23369,8507880.590082066
23370,1242525.7697626194
23371,197338.04753156294
23372,1463703.9103911933
23374,548411.9520719751
23375,696525.1482968994
23376,84776.36612930983
23377,181678.14763905836
23378,585352.6865337922
23380,4852091.01979236
23382,309157.09357433155
23385,1339549.644147297
23386,1686562.9983994367
23389,5916470.23238858
23390,665186.1293606096
23391,1233265.1860881743
23392,551012.0341328479
23393,2664366.8902437245
23394,100465.93828647041
23396,54424.228673393554
23400,460127.6898783505
23409,474599.41572650976
23410,1748283.7307040421
23411,569446.5874944456
23412,2483792.5002623387
23413,619774.8394338797
23414,1269312.2553435639
23415,25668.98777486417
23416,1098262.3975315355
23419,178873.0080854167
23423,3421908.6163338213
23426,796067.7430563167
23428,1539149.3510591986
23431,2112563.0685627554
23434,273088.61595706135
23435,199437.9196001997
23436,593958.1407433931
23437,2809409.6883626143
23439,960472.9541920355
23440,172957.38958734507
23441,124177.85870234367
23443,180875.8963407949
23449,4099061.2514301864
23450,435219.0048897439
23452,22805.265025080374
23456,2308176.2538962793
23457,1662381.9559773323
23458,288173.96600600093
23460,3505069.2265256415
23461,172698.19789506038
23462,96586.5526890658
23464,3900744.3976513776
23466,5819806.214262917
23467,849755.486645375
23468,213420.9382024587
23469,1113678.871627794
23471,193617.52649012173
23472,560743.5109281404
23474,187471.45334558323
23476,921640.018493943
23479,1574457.270333922
23480,2133933.872063823
23482,680815.358683117
23483,2273495.4803977194
23488,4715458.247595095
23491,985916.3885059939
23492,407009.0924296597
23493,3996077.720893303
23494,3230338.8361246777
23495,137221.0669737933
23497,987364.1327300665
23499,562775.0300359312
23500,48304.15307814521
23501,738962.2418727892
23505,428293.824719053
23507,537376.4534961921
23508,1072749.835648166
23510,1676431.563279537
23511,228346.10701154126
23512,713504.4831296556
23514,1088759.1009628584
23515,1471391.4720224438
23518,7296110.628273761
23520,220631.33854782884
23521,5738322.169498117
23524,3219242.3792989063
23525,662289.8908608488
23527,1870292.4117077382
23532,4027779.971616885
23534,259228.97166470985
23535,3983627.396193217
23536,685922.1842745276
23537,1949173.2187301512
23539,981190.5754224493
23544,1606615.963296431
23545,1910473.6298468197
23547,51275.5758387625
23548,530957.580258039
23550,4269875.669680366
23551,16196.200123472863
23557,1427012.8635033786
23558,1290478.0497462112
23559,75396.70172883336
23560,623151.733220797
23561,2525532.595798722
23562,1394291.2320832827
23563,761215.2226903479
23565,538946.039520722
23567,862429.8523220731
23569,52202.43781385702
23571,939969.1119625369
23572,1141896.609368115
23573,1301964.6088699047
23574,958971.8081728833
23577,2168922.53474254
23578,469026.81050250033
23579,3665166.05684537
23580,592932.8796728941
23581,778932.6792885517
23582,5162011.956084382
23583,596193.395673328
23585,230965.0268828871
23586,951719.4301536544
23587,4759405.309248123
23591,871640.0687479948
23592,723688.3111257262
23594,78540.30054588022
23595,582093.4157825847
23596,1308202.239947156
23599,771568.9546694494
23601,555688.4990667154
23603,1607119.8945621478
23605,684298.1456305528
23606,2916486.825482885
23607,59933579.1432186
23608,238115.43379772166
23609,152239.04797265428
23610,430999.4221255021
23612,368539.61108592164
23615,1837068.1376034052
23616,28081.059336660353
23619,234602.60499508612
23620,77724.47355753122
23622,10707053.087110803
23626,637846.9515611115
23627,1798353.8192732986
23628,116588.02016084653
23630,317185.0512730562
23631,217958.7340277778
23632,134143.80224456833
23633,3976083.270485274
23637,28992.002014015354
23639,1905441.2267882358
23640,2209663.4859964424
23643,50327.76617165302
23644,318354.16155615577
23645,236509.3357693343
23646,727227.2435955089
23647,8175145.951262922
23648,19361.519449729934
23649,1902543.7788438292
23650,1186103.0219212817
23651,4211487.158105809
23652,3561377.334928561
23653,76701.21196228752
23654,720496.5616931545
23655,3799105.913416823
23656,988202.8421469593
23657,885960.57272597
23661,490263.1039958128
23662,5770173.741514513
23664,1011194.4781237302
23669,244935.73119452997
23672,1275827.740166213
23674,70202.79987406838
23678,8011826.502185404
23680,1474779.591593067
23685,13497.591776305304
23686,515635.99965849187
23687,567465.3683930513
23688,146982.71964947006
23691,743001.3996599927
23692,267775.29442886007
23694,289111.6929807751
23695,2487229.462985262
23696,617208.1191276447
23697,19159.136415981062
23701,2463540.011752269
23702,2499154.6218405184
23703,1204462.23563278
23704,382011.93942702434
23705,1323201.8666341563
23706,2499274.9693647325
23707,479302.1744295412
23708,117736.26335751769
23709,690038.9665790423
23712,23004.340671943595
23713,757841.5867803585
23714,765327.1782895466
23715,93759.95311216684
23716,6931847.10664651
23717,2171969.090925042
23718,1384865.5775069566
23719,3440218.861219683
23720,658803.9386611553
23721,823755.1237330348
23723,1136908.79758145
23724,548369.1117869386
23725,87285.58986874243
23726,107686.10016855386
23728,487477.89455548173
23730,504968.3038812659
23731,96105.88110594742
23732,729422.8987609427
23733,834032.1552575813
23734,267558.8424357629
23736,2367544.9971051165
23737,587869.4665279195
23738,77544.63261622195
23744,609448.9175233
23747,50682.28953076278
23749,605113.9911681261
23750,6220413.053368424
23751,1192161.414732968
23756,41904.08161007348
23757,26657.606864348658
23759,496845.6505423387
23761,843254.5907923882
23763,553892.7541935757
23764,4358130.583813002
23765,331263.0755292713
23766,1032120.6349736399
23767,410051.0662255359
23769,857362.6943323845
23770,79095.71262684629
23771,750496.769057991
23772,678457.6427236883
23773,688551.5526561692
23774,5233962.0587686775
23775,1736599.7332431218
23776,491109.371380471
23778,1880085.0031538596
23780,2262578.4779843925
23783,422410.77128534217
23787,7165586.69066081
23788,3893753.279237368
23789,1993973.5358247894
23790,23739.04437732178
23792,227159.64226107197
23793,77103.89505430571
23795,459056.4264589485
23798,546352.9405652308
23799,4322449.825755172
23800,172078.50191603816
23802,686531.8612011858
23803,1313098.3939817944
23805,5042162.464956751
23807,3858752.654871748
23808,409614.1451404048
23809,96115.17543919488
23812,2116578.4033999173
23816,923531.2348539323
23820,592819.6183594926
23821,2466579.2950566043
23822,4233340.744749091
23823,368824.89292743016
23824,267466.2500122879
23825,108234.2628109125
23826,8424415.510911183
23828,590828.7881966914
23829,57097708.831483915
23830,1398876.0352689999
23833,420700.0635811569
23836,4361028.082946888
23837,387529.06797963806
23841,4420025.893576412
23842,1643038.4614751386
23844,138178.63079260127
23845,1263700.5016172703
23846,78906.41336368925
23847,781673.7573814422
23848,689845.9454238872
23849,287699.8366884922
23852,1054580.4182595285
23854,316724.7879063687
23855,2450033.878271273
23857,495178.4134074627
23858,164036.48302498198
23859,352501.33865319303
23861,3848387.143372999
23862,150504.23073843037
23863,653551.4117749721
23864,633720.6591664306
23865,1330772.9416107563
23866,1212800.1699966206
23867,1178032.1457378743
23869,1376176.2987854958
23872,40270781.068478264
23874,967868.8479725595
23875,3996668.615895473
23876,693582.4842111015
23877,1368720.8003717398
23878,93674902.06641021
23879,77643.12388736286
23881,520835.72746439837
23882,2080780.8532897998
23884,800477.2984155862
23885,676911.4862193641
23887,4327788.766529443
23888,757306.4777673737
23890,252536.55700628573
23892,1151336.218258805
23894,3278067.2671716535
23895,2288734.6441669804
23896,146775.0035243567
23897,191724.6808305794
23898,547453.2944522501
23899,471877.60652467824
23900,1351419.1415565566
23903,8023163.004635124
23904,419870.4151778669
23905,69365.29826054102
23906,852942.0434756072
23910,704606.6448096816
23911,888545.6290812355
23912,559406.4898392167
23913,656207.8888370926
23914,4512358.474325389
23915,685951.154020419
23916,3225736.6611035857
23918,362963.1186178251
23919,2021394.286490191
23920,278570.7424316072
23922,418613.7573249886
23923,608277.5784582621
23925,255330.10022633598
23927,4183557.517608181
23928,134465.0433348967
23929,3064666.958088396
23930,3463764.354105629
23931,3367637.1801262824
23933,601288.1687501568
23935,3318152.5008809105
23936,474879.3071419837
23937,601680.7357060139
23938,1804135.7123401356
23939,759553.9978627173
23940,598821.4753614784
23943,1629991.1562554059
23946,57438.955827431404
23948,115567.05258993049
23949,713736.6603198386
23952,412606.913884003
23954,731385.8065572382
23955,656387.7054505027
23956,217952.18613062493
23957,637192.6518955753
23958,53619.15542220563
23959,937024.8111873643
23960,36371875.74195795
23961,245379.44824622353
23962,2426234.0572561887
23963,85727.10073516383
23964,153495.07575919983
23965,711669.1062277275
23966,1173479.3094306705
23967,97107.08006355153
23970,2511211.665292319
23971,2615089.5754151293
23972,2462499.0880448786
23974,294655.7711819286
23975,411743.67730094923
23977,624800.5831357179
23978,263932.492989589
23980,544665.2320075148
23982,264991.4763301902
23983,974769.8648436775
23984,4043317.417786054
23986,14142.908924661884
23988,2921655.07000915
23989,560867.4362235811
23991,5023155.498050348
23993,663747.4172640947
23994,693396.02388296
23995,288694.1766303164
23996,496691.73210494913
23997,71927.7226319156
23998,642688.3265954
23999,85208.84625148414
24000,3881098.973207896
24001,356605.3634375838
24002,5459167.9278655425
24004,663723.7295459548
24006,1518550.8468289732
24007,4047645.626472598
24008,543551.5131424371
24010,1072661.1788558748
24011,1212463.7957976158
24013,3685070.193115697
24017,989180.3039090643
24019,3558204.867037209
24020,257106.99756005057
24022,1338990.7251184455
24023,227295.42630910897
24024,200604.7176664594
24025,537554.450109194
24026,572339.7438164842
24027,4438092.122322958
24028,5659515.295089474
24030,84353.0957956713
24031,60507106.08139811
24034,37578.994140083036
24037,63530.68302648334
24038,712686.1063180739
24039,75219.00018496941
24040,5112639.1269508945
24041,467074.2926136819
24042,846595.7371555604
24043,2466714.3273778525
24046,545580.5862613302
24047,4277820.989336139
24049,93825.44869604806
24050,79522.12134296124
24051,208370.49272985838
24053,487551.8907401791
24055,2187533.9069773373
24056,147606.5839671417
24058,561332.4905136948
24061,396740.4591942525
24062,872006.3890439175
24063,1536221.8302386804
24064,2306476.2924288227
24065,2278975.578825203
